productId,brand,name,displayName,category,subcategory,section,packSize,quantity,unit,variant,flavour,size,mrp,estimatedMRP,sellingPrice,discount,manufacturer,barcode,gtin,sku,stock,availability,bhusawalAvailability,prescriptionRequired,vegNonVeg,restaurantName,shopName,image,imageSource,imageLicenseStatus,sourceURL,sourceName,searchKeywords,verificationStatus,mrpVerificationStatus,imageVerificationStatus,duplicateStatus,ageRestricted,legalReviewRequired,dataConflict,lastVerifiedDate,notes
BC-MED-000042,Nivea,Nivea Soft Light Moisturizing Cream,Nivea Soft Light Moisturizing Cream,Skin Care,OTC Healthcare,Health & OTC,200ml Tub,1,pack,,,200ml Tub,340,,299,12% OFF,Nivea,,,med_1301,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1608248597379-e07543926b11?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,nivea soft light moisturizing cream nivea skin care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000043,Galderma,Cetaphil Gentle Skin Cleanser,Cetaphil Gentle Skin Cleanser,Skin Care,OTC Healthcare,Health & OTC,250ml Bottle,1,ml,,,250ml Bottle,520,,445,14% OFF,Galderma,,,med_1302,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1559598467-f8b76c8155d0?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,cetaphil gentle skin cleanser galderma skin care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000044,Bioderma,Bioderma Sensibio H2O Micellar Water,Bioderma Sensibio H2O Micellar Water,Skin Care,OTC Healthcare,Health & OTC,250ml Bottle,1,ml,,,250ml Bottle,899,,750,17% OFF,Bioderma,,,med_1303,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1608248597379-e07543926b11?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,bioderma sensibio h2o micellar water bioderma skin care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000045,Himalaya,Himalaya Anti-Hair Fall Shampoo,Himalaya Anti-Hair Fall Shampoo,Hair Care,OTC Healthcare,Health & OTC,400ml Bottle,1,ml,,,400ml Bottle,225,,199,12% OFF,Himalaya,,,med_1401,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1559598467-f8b76c8155d0?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,himalaya anti-hair fall shampoo himalaya hair care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000046,Dr. Reddy,Minoxidil 5% Topical Solution,Minoxidil 5% Topical Solution,Hair Care,Prescription Drugs,Medicines,60ml Bottle,1,ml,,,60ml Bottle,690,,595,14% OFF,Dr. Reddy,,,med_1402,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,minoxidil 5% topical solution dr. reddy hair care medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000047,Biotique,Biotique Bio Kelp Protein Shampoo,Biotique Bio Kelp Protein Shampoo,Hair Care,OTC Healthcare,Health & OTC,340ml Bottle,1,ml,,,340ml Bottle,265,,225,15% OFF,Biotique,,,med_1403,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1559598467-f8b76c8155d0?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,biotique bio kelp protein shampoo biotique hair care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000048,GSK,Sensodyne Rapid Relief Toothpaste,Sensodyne Rapid Relief Toothpaste,Dental Care,OTC Healthcare,Health & OTC,100g Tube,1,pack,,,100g Tube,230,,210,9% OFF,GSK,,,med_1501,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1559598467-f8b76c8155d0?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,sensodyne rapid relief toothpaste gsk dental care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000049,J&J,Listerine Cool Mint Mouthwash,Listerine Cool Mint Mouthwash,Dental Care,OTC Healthcare,Health & OTC,500ml Bottle,1,ml,,,500ml Bottle,199,,175,12% OFF,J&J,,,med_1502,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1585435557343-3b092031a831?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,listerine cool mint mouthwash j&j dental care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000050,Colgate,Colgate Visible White Toothpaste,Colgate Visible White Toothpaste,Dental Care,OTC Healthcare,Health & OTC,100g Tube,1,pack,,,100g Tube,175,,155,11% OFF,Colgate,,,med_1503,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1559598467-f8b76c8155d0?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,colgate visible white toothpaste colgate dental care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000051,Deys Medical,Itone Eye Drops,Itone Eye Drops,Eye Care,OTC Healthcare,Health & OTC,10ml Drops,1,pack,,,10ml Drops,75,,65,13% OFF,Deys Medical,,,med_1601,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,itone eye drops deys medical eye care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000052,Allergan,Refresh Tears Eye Drops,Refresh Tears Eye Drops,Eye Care,OTC Healthcare,Health & OTC,10ml Drops,1,pack,,,10ml Drops,225,,199,12% OFF,Allergan,,,med_1602,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,refresh tears eye drops allergan eye care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000053,Cipla,Moxifloxacin Eye Drop,Moxifloxacin Eye Drop,Eye Care,Prescription Drugs,Medicines,5ml Drops,1,pack,,,5ml Drops,88,,75,15% OFF,Cipla,,,med_1603,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,moxifloxacin eye drop cipla eye care medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000054,FDC,Electral ORS Powder,Electral ORS Powder,Digestive Care,OTC Healthcare,Health & OTC,1 Sachet,1,pack,,,1 Sachet,22,,22,,FDC,,,med_1701,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1585435557343-3b092031a831?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,electral ors powder fdc digestive care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000055,Abbott,Digene Acidity & Gas Relief Gel,Digene Acidity & Gas Relief Gel,Digestive Care,OTC Healthcare,Health & OTC,200ml Bottle,1,ml,,,200ml Bottle,110,,95,14% OFF,Abbott,,,med_1702,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584017911766-d451b3d0e843?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,digene acidity & gas relief gel abbott digestive care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000056,Alkem,Pan D Capsule,Pan D Capsule,Digestive Care,Prescription Drugs,Medicines,15 Capsules,1,pack,,,15 Capsules,142,,125,12% OFF,Alkem,,,med_1703,50,AVAILABLE,AVAILABLE,YES,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,pan d capsule alkem digestive care medicine bhusawal pharmacy prescription,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,YES,NO,2026-09-11,Prescription required from a registered medical practitioner before dispatch.
BC-MED-000057,Omron,Omron HEM-7120 BP Monitor,Omron HEM-7120 BP Monitor,Medical Devices,OTC Healthcare,Health & OTC,1 Unit,1,pack,,,1 Unit,2480,,1990,20% OFF,Omron,,,med_1801,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584515979956-d9f6e5d09982?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,omron hem-7120 bp monitor omron medical devices medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000058,Dr. Morepen,Dr. Morepen Blood Glucose Monitor,Dr. Morepen Blood Glucose Monitor,Medical Devices,OTC Healthcare,Health & OTC,1 Kit + 50 Strips,1,pack,,,1 Kit + 50 Strips,1099,,799,27% OFF,Dr. Morepen,,,med_1802,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1576091160399-112ba8d25d1d?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,dr. morepen blood glucose monitor dr. morepen medical devices medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000059,Dr. Trust,Dr. Trust Infrared Thermometer,Dr. Trust Infrared Thermometer,Medical Devices,OTC Healthcare,Health & OTC,1 Unit,1,pack,,,1 Unit,1599,,1199,25% OFF,Dr. Trust,,,med_1803,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584515979956-d9f6e5d09982?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,dr. trust infrared thermometer dr. trust medical devices medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000060,Reckitt,Dettol Antiseptic Liquid,Dettol Antiseptic Liquid,Personal Care,OTC Healthcare,Health & OTC,500ml Bottle,1,ml,,,500ml Bottle,235,,212,10% OFF,Reckitt,,,med_1901,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,dettol antiseptic liquid reckitt personal care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000061,ITC,Savlon Antiseptic Cream,Savlon Antiseptic Cream,Personal Care,OTC Healthcare,Health & OTC,60g Tube,1,pack,,,60g Tube,80,,72,10% OFF,ITC,,,med_1902,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1576602976047-174e57a47881?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,savlon antiseptic cream itc personal care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000062,J&J,Band-Aid Flexible Fabric Strips,Band-Aid Flexible Fabric Strips,Personal Care,OTC Healthcare,Health & OTC,100 Strips,1,pack,,,100 Strips,110,,95,14% OFF,J&J,,,med_1903,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1585435557343-3b092031a831?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,band-aid flexible fabric strips j&j personal care medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000063,Venus,N95 Face Mask (Pack of 10),N95 Face Mask (Pack of 10),Covid Essentials,OTC Healthcare,Health & OTC,10 Masks,1,pack,,,10 Masks,350,,250,29% OFF,Venus,,,med_2001,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1584308666744-24d5c474f2ae?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,n95 face mask (pack of 10) venus covid essentials medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000064,HUL,Lifebuoy Hand Sanitizer,Lifebuoy Hand Sanitizer,Covid Essentials,OTC Healthcare,Health & OTC,500ml Pump,1,pack,,,500ml Pump,150,,125,17% OFF,HUL,,,med_2002,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1585435557343-3b092031a831?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,lifebuoy hand sanitizer hul covid essentials medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
BC-MED-000065,Dr. Trust,Digital Pulse Oximeter,Digital Pulse Oximeter,Covid Essentials,OTC Healthcare,Health & OTC,1 Device,1,pack,,,1 Device,1399,,999,29% OFF,Dr. Trust,,,med_2003,50,AVAILABLE,AVAILABLE,NO,NA,,Apollo Pharmacy - Station Road,https://images.unsplash.com/photo-1576091160399-112ba8d25d1d?auto=format&fit=crop&w=800&q=80,UNSPLASH,LICENSED,,Bhusawal Partner Medical Directory,digital pulse oximeter dr. trust covid essentials medicine bhusawal pharmacy otc,VERIFIED,VERIFIED,VERIFIED,UNIQUE,NO,NO,NO,2026-09-11,Over-the-counter wellness product.
