SKU,PRODUCT,BARCODE,IMAGE_URL,IMAGE_SOURCE,IMAGE_LICENSE,IMAGE_CONFIDENCE,IMAGE_STATUS,MATCH_METHOD,NOTES
BC-000610,Britannia Crispy Wheat Rusk Toast 200 g,8900000000610,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000611,Britannia Marie Gold Tea Biscuits 300 g,8900000000611,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000612,Britannia NutriChoice Digestive Wheat 500 g,8900000000612,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000613,Lay's Classic Salted Potato Chips 1 kg,8900000000613,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000614,Kurkure Magic Masala Potato Chips 1 kg,8900000000614,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000615,Haldiram's Cream & Onion Potato Chips 1 kg,8900000000615,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000616,Haldiram's Masala Munch Corn Crunchy 90 g,8900000000616,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000617,Kurkure Aloo Bhujia Namkeen 1 kg,8900000000617,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000618,Lay's Bhakarwadi Maharashtra Special 200 g,8900000000618,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000619,Kurkure Chana Jor Garam Spicy 150 g,8900000000619,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000620,Kurkure Popcorn Butter Salted Instant 60 g,8900000000620,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000621,Lay's Magic Masala Potato Chips 1 kg,8900000000621,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000622,Lay's Masala Munch Corn Crunchy 45 g,8900000000622,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000623,Lay's Moong Dal Crunchy Namkeen 350 g,8900000000623,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000624,Haldiram's Khatia Meetha Mixture 1 kg,8900000000624,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000625,Haldiram's Mad Angles Achari Masti 80 g,8900000000625,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000626,Lay's Chivda Nashik Flattened Rice 200 g,8900000000626,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000627,Haldiram's Classic Salted Potato Chips 1 kg,8900000000627,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000628,Kurkure Masala Munch Corn Crunchy 45 g,8900000000628,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000629,Haldiram's Bhakarwadi Maharashtra Special 200 g,8900000000629,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000630,Haldiram's Moong Dal Crunchy Namkeen 350 g,8900000000630,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000631,Lay's Chana Jor Garam Spicy 300 g,8900000000631,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000632,Kurkure Cream & Onion Potato Chips 1 kg,8900000000632,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000633,Haldiram's Aloo Bhujia Namkeen 350 g,8900000000633,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000634,Kurkure Moong Dal Crunchy Namkeen 350 g,8900000000634,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000635,Lay's Khatia Meetha Mixture 1 kg,8900000000635,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000636,Lay's Salted Roasted Peanuts 300 g,8900000000636,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000637,Haldiram's Popcorn Butter Salted Instant 60 g,8900000000637,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000638,Lay's Khatia Meetha Mixture 350 g,8900000000638,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000639,Lay's Chana Jor Garam Spicy 150 g,8900000000639,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000640,Lay's Popcorn Butter Salted Instant 130 g,8900000000640,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000641,Lay's Cream & Onion Potato Chips 1 kg,8900000000641,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000642,Lay's Moong Dal Crunchy Namkeen 150 g,8900000000642,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000643,Kurkure Khatia Meetha Mixture 350 g,8900000000643,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000644,Kurkure Salted Roasted Peanuts 150 g,8900000000644,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000645,Lay's Mad Angles Achari Masti 40 g,8900000000645,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000646,Kurkure Popcorn Butter Salted Instant 130 g,8900000000646,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000647,Kurkure Classic Salted Potato Chips 1 kg,8900000000647,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000648,Lay's Bhakarwadi Maharashtra Special 400 g,8900000000648,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000649,Kurkure Khatia Meetha Mixture 1 kg,8900000000649,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000650,Haldiram's Salted Roasted Peanuts 300 g,8900000000650,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000651,Lay's Aloo Bhujia Namkeen 1 kg,8900000000651,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000652,Haldiram's Khatia Meetha Mixture 350 g,8900000000652,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000653,Haldiram's Salted Roasted Peanuts 150 g,8900000000653,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000654,Haldiram's Magic Masala Potato Chips 1 kg,8900000000654,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000655,Kurkure Chana Jor Garam Spicy 300 g,8900000000655,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000656,Lay's Popcorn Butter Salted Instant 60 g,8900000000656,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000657,Kurkure Bhakarwadi Maharashtra Special 200 g,8900000000657,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000658,Kurkure Mad Angles Achari Masti 40 g,8900000000658,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000659,Haldiram's Khatia Meetha Mixture 150 g,8900000000659,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000660,Haldiram's Mad Angles Achari Masti 40 g,8900000000660,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000661,Kurkure Chivda Nashik Flattened Rice 200 g,8900000000661,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000662,Kurkure Bhakarwadi Maharashtra Special 400 g,8900000000662,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000663,Lay's Salted Roasted Peanuts 150 g,8900000000663,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000664,Haldiram's Chana Jor Garam Spicy 150 g,8900000000664,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000665,Lay's Chivda Nashik Flattened Rice 400 g,8900000000665,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000666,Kurkure Moong Dal Crunchy Namkeen 150 g,8900000000666,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000667,Kurkure Masala Munch Corn Crunchy 90 g,8900000000667,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000668,Lay's Aloo Bhujia Namkeen 350 g,8900000000668,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000669,Kurkure Khatia Meetha Mixture 150 g,8900000000669,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000670,Lay's Masala Munch Corn Crunchy 90 g,8900000000670,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000671,Lay's Aloo Bhujia Namkeen 150 g,8900000000671,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000672,Lay's Mad Angles Achari Masti 80 g,8900000000672,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000673,Lay's Khatia Meetha Mixture 150 g,8900000000673,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000674,Haldiram's Moong Dal Crunchy Namkeen 150 g,8900000000674,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000675,Kurkure Aloo Bhujia Namkeen 350 g,8900000000675,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000676,Kurkure Mad Angles Achari Masti 80 g,8900000000676,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000677,Kurkure Chivda Nashik Flattened Rice 400 g,8900000000677,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000678,Haldiram's Aloo Bhujia Namkeen 150 g,8900000000678,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000679,Haldiram's Aloo Bhujia Namkeen 1 kg,8900000000679,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000680,Haldiram's Chivda Nashik Flattened Rice 400 g,8900000000680,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000681,Haldiram's Chivda Nashik Flattened Rice 200 g,8900000000681,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000682,Haldiram's Popcorn Butter Salted Instant 130 g,8900000000682,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000683,Haldiram's Bhakarwadi Maharashtra Special 400 g,8900000000683,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000684,Kurkure Aloo Bhujia Namkeen 150 g,8900000000684,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000685,Society Premium Leaf Tea Granules 250 g,8900000000685,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000686,Taj Mahal Gold Strong Chai Tea 1 kg,8900000000686,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000687,Society Elaichi Flavoured Spice Tea 250 g,8900000000687,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000688,Horlicks Classic Instant Coffee Powder 200 g,8900000000688,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000689,Nescafe Gold Roasted Filter Coffee 200 g,8900000000689,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000690,Bournvita 3-in-1 Instant Coffee Premix 10 Sachets Pack,8900000000690,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000691,Red Label Chocolate Health Malt Drink 1 kg Refill,8900000000691,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000692,Tata Tea Classic Malt Nutrition Drink 1 kg Refill,8900000000692,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000693,Bru Green Tea Lemon & Honey 100 Tea Bags Box,8900000000693,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000694,Nescafe Premium Leaf Tea Granules 1 kg,8900000000694,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000695,Bru Gold Strong Chai Tea 500 g,8900000000695,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000696,Bru Elaichi Flavoured Spice Tea 250 g,8900000000696,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000697,Bournvita Classic Instant Coffee Powder 200 g,8900000000697,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000698,Tata Tea Gold Roasted Filter Coffee 500 g,8900000000698,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000699,Red Label 3-in-1 Instant Coffee Premix 25 Sachets Pack,8900000000699,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000700,Taj Mahal Chocolate Health Malt Drink 500 g Jar,8900000000700,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000701,Bournvita Classic Malt Nutrition Drink 1 kg Refill,8900000000701,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000702,Horlicks Premium Leaf Tea Granules 250 g,8900000000702,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000703,Tata Tea Elaichi Flavoured Spice Tea 500 g,8900000000703,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000704,Tata Tea Classic Instant Coffee Powder 100 g,8900000000704,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000705,Taj Mahal Gold Roasted Filter Coffee 100 g,8900000000705,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000706,Taj Mahal 3-in-1 Instant Coffee Premix 10 Sachets Pack,8900000000706,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000707,Horlicks Chocolate Health Malt Drink 1 kg Refill,8900000000707,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000708,Taj Mahal Classic Malt Nutrition Drink 1 kg Refill,8900000000708,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000709,Horlicks Green Tea Lemon & Honey 100 Tea Bags Box,8900000000709,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000710,Red Label Premium Leaf Tea Granules 250 g,8900000000710,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000711,Society Gold Strong Chai Tea 250 g,8900000000711,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000712,Bru Elaichi Flavoured Spice Tea 500 g,8900000000712,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000713,Bru Classic Instant Coffee Powder 200 g,8900000000713,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000714,Red Label Gold Roasted Filter Coffee 500 g,8900000000714,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000715,Bru 3-in-1 Instant Coffee Premix 10 Sachets Pack,8900000000715,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000716,Bru Chocolate Health Malt Drink 1 kg Refill,8900000000716,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000717,Red Label Classic Malt Nutrition Drink 1 kg Refill,8900000000717,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000718,Red Label Green Tea Lemon & Honey 100 Tea Bags Box,8900000000718,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000719,Bru Premium Leaf Tea Granules 1 kg,8900000000719,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000720,Bournvita Elaichi Flavoured Spice Tea 500 g,8900000000720,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000721,Taj Mahal Classic Instant Coffee Powder 50 g,8900000000721,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000722,Society Gold Roasted Filter Coffee 100 g,8900000000722,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000723,Bournvita 3-in-1 Instant Coffee Premix 25 Sachets Pack,8900000000723,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000724,Bru Chocolate Health Malt Drink 500 g Jar,8900000000724,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000725,Tata Tea Green Tea Lemon & Honey 25 Tea Bags Box,8900000000725,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000726,Tata Tea Premium Leaf Tea Granules 1 kg,8900000000726,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000727,Nescafe Gold Strong Chai Tea 250 g,8900000000727,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000728,Red Label Elaichi Flavoured Spice Tea 250 g,8900000000728,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000729,Red Label Classic Instant Coffee Powder 200 g,8900000000729,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000730,Tata Tea Gold Roasted Filter Coffee 200 g,8900000000730,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000731,Nescafe 3-in-1 Instant Coffee Premix 10 Sachets Pack,8900000000731,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000732,Nescafe Classic Malt Nutrition Drink 500 g Jar,8900000000732,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000733,Horlicks Green Tea Lemon & Honey 25 Tea Bags Box,8900000000733,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000734,Taj Mahal Premium Leaf Tea Granules 500 g,8900000000734,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000735,Bournvita Classic Instant Coffee Powder 50 g,8900000000735,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000736,Nescafe Gold Roasted Filter Coffee 100 g,8900000000736,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000737,Taj Mahal 3-in-1 Instant Coffee Premix 25 Sachets Pack,8900000000737,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000738,Red Label Chocolate Health Malt Drink 500 g Jar,8900000000738,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000739,Bru Premium Leaf Tea Granules 100 g,8900000000739,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000740,Taj Mahal Elaichi Flavoured Spice Tea 500 g,8900000000740,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000741,Bournvita Classic Instant Coffee Powder 100 g,8900000000741,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000742,Bru Gold Roasted Filter Coffee 500 g,8900000000742,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000743,Tata Tea 3-in-1 Instant Coffee Premix 10 Sachets Pack,8900000000743,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000744,Taj Mahal Chocolate Health Malt Drink 1 kg Refill,8900000000744,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000745,Society Classic Malt Nutrition Drink 500 g Jar,8900000000745,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000746,Bournvita Premium Leaf Tea Granules 250 g,8900000000746,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000747,Taj Mahal Elaichi Flavoured Spice Tea 250 g,8900000000747,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000748,Horlicks 3-in-1 Instant Coffee Premix 10 Sachets Pack,8900000000748,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000749,Taj Mahal Classic Malt Nutrition Drink 500 g Jar,8900000000749,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000750,Taj Mahal Green Tea Lemon & Honey 25 Tea Bags Box,8900000000750,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000751,Red Label Premium Leaf Tea Granules 500 g,8900000000751,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000752,Taj Mahal Gold Strong Chai Tea 250 g,8900000000752,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000753,Nescafe Elaichi Flavoured Spice Tea 500 g,8900000000753,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000754,Taj Mahal Gold Roasted Filter Coffee 500 g,8900000000754,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000755,Horlicks Chocolate Health Malt Drink 500 g Jar,8900000000755,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000756,Horlicks Premium Leaf Tea Granules 500 g,8900000000756,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000757,Tata Tea Gold Strong Chai Tea 500 g,8900000000757,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000758,Horlicks Elaichi Flavoured Spice Tea 250 g,8900000000758,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000759,Horlicks Classic Instant Coffee Powder 100 g,8900000000759,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000760,Bournvita Gold Roasted Filter Coffee 200 g,8900000000760,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000761,Society Classic Malt Nutrition Drink 1 kg Refill,8900000000761,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000762,Bru Premium Leaf Tea Granules 250 g,8900000000762,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000763,Red Label Classic Instant Coffee Powder 100 g,8900000000763,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000764,Society Chocolate Health Malt Drink 1 kg Refill,8900000000764,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000765,Society Premium Leaf Tea Granules 1 kg,8900000000765,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000766,Horlicks Gold Strong Chai Tea 250 g,8900000000766,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000767,Bru Classic Instant Coffee Powder 50 g,8900000000767,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000768,Society 3-in-1 Instant Coffee Premix 10 Sachets Pack,8900000000768,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000769,Society Chocolate Health Malt Drink 500 g Jar,8900000000769,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000770,Horlicks Classic Malt Nutrition Drink 1 kg Refill,8900000000770,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000771,Red Label Premium Leaf Tea Granules 100 g,8900000000771,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000772,Horlicks Gold Strong Chai Tea 1 kg,8900000000772,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000773,Society Classic Instant Coffee Powder 100 g,8900000000773,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000774,Nescafe Gold Roasted Filter Coffee 500 g,8900000000774,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000775,Nescafe 3-in-1 Instant Coffee Premix 25 Sachets Pack,8900000000775,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000776,Tata Tea Chocolate Health Malt Drink 500 g Jar,8900000000776,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000777,Society Premium Leaf Tea Granules 100 g,8900000000777,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000778,Tata Tea Gold Strong Chai Tea 1 kg,8900000000778,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000779,Society Elaichi Flavoured Spice Tea 500 g,8900000000779,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000780,Bru Classic Instant Coffee Powder 100 g,8900000000780,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000781,Bournvita Chocolate Health Malt Drink 1 kg Refill,8900000000781,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000782,Tata Tea Green Tea Lemon & Honey 100 Tea Bags Box,8900000000782,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000783,Tata Tea Classic Instant Coffee Powder 50 g,8900000000783,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000784,Bru Gold Roasted Filter Coffee 200 g,8900000000784,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000785,Red Label Classic Malt Nutrition Drink 500 g Jar,8900000000785,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000786,Red Label Premium Leaf Tea Granules 1 kg,8900000000786,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000787,Nescafe Gold Strong Chai Tea 500 g,8900000000787,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000788,Horlicks Elaichi Flavoured Spice Tea 500 g,8900000000788,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000789,Nescafe Green Tea Lemon & Honey 100 Tea Bags Box,8900000000789,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000790,Horlicks Premium Leaf Tea Granules 100 g,8900000000790,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000791,Society Gold Strong Chai Tea 1 kg,8900000000791,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
BC-000792,Tata Tea Elaichi Flavoured Spice Tea 250 g,8900000000792,,IMAGE_REQUIRED,,0,MISSING,NO_MATCH,No candidate found in any source
